Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,Election Day_ballots,Election Day_votes,Election Day_under_votes,Election Day_over_votes,Mail-in_ballots,Mail-in_votes,Mail-in_under_votes,Mail-in_over_votes,Absentee_ballots,Absentee_votes,Absentee_under_votes,Absentee_over_votes,Provisional_ballots,Provisional_votes,Provisional_under_votes,Provisional_over_votes
Norristown 2-3,,1,0,46,46,1340,0.53,3,3,Auditor General,,1,13,JENNIFER MOORE,C,12,LIB,714,29,32,1,441,19,23,0,253,9,8,1,0,0,0,0,20,1,1,0
Norristown 2-3,,1,0,46,46,1340,0.53,3,3,Auditor General,,1,14,OLIVIA FAISON,C,13,GRE,714,13,32,1,441,7,23,0,253,6,8,1,0,0,0,0,20,0,1,0
Norristown 2-3,,1,0,46,46,1340,0.53,4,4,State Treasurer,,1,16,JOE TORSELLA,C,15,DEM,714,586,34,1,441,354,25,0,253,216,8,1,0,0,0,0,20,16,1,0
Norristown 2-3,,1,0,46,46,1340,0.53,4,4,State Treasurer,,1,17,STACY L GARRITY,C,16,REP,714,59,34,1,441,41,25,0,253,16,8,1,0,0,0,0,20,2,1,0
Norristown 2-3,,1,0,46,46,1340,0.53,4,4,State Treasurer,,1,18,JOE SOLOSKI,C,17,LIB,714,25,34,1,441,15,25,0,253,9,8,1,0,0,0,0,20,1,1,0
Norristown 2-3,,1,0,46,46,1340,0.53,4,4,State Treasurer,,1,19,TIMOTHY RUNKLE,C,18,GRE,714,9,34,1,441,6,25,0,253,3,8,1,0,0,0,0,20,0,1,0
Norristown 2-3,,1,0,46,46,1340,0.53,6,6,Representative in Congress 4th District,,1,24,MADELEINE DEAN,C,23,DEM,714,614,31,1,441,364,24,0,253,231,6,1,0,0,0,0,20,19,1,0
Norristown 2-3,,1,0,46,46,1340,0.53,6,6,Representative in Congress 4th District,,1,25,KATHY BARNETTE,C,24,REP,714,68,31,1,441,53,24,0,253,15,6,1,0,0,0,0,20,0,1,0
Norristown 2-3,,1,0,46,46,1340,0.53,9,9,Senator in the General Assembly 17th District,,1,32,AMANDA M CAPPELLETTI,C,31,DEM,714,608,38,1,441,364,29,0,253,226,8,1,0,0,0,0,20,18,1,0
Norristown 2-3,,1,0,46,46,1340,0.53,9,9,Senator in the General Assembly 17th District,,1,33,ELLEN FISHER,C,32,REP,714,66,38,1,441,47,29,0,253,18,8,1,0,0,0,0,20,1,1,0
Norristown 2-3,,1,0,46,46,1340,0.53,13,13,Representative in the General Assembly 70th District,,1,44,MATT BRADFORD,C,43,DEM,714,623,30,1,441,378,20,0,253,226,9,1,0,0,0,0,20,19,1,0
Norristown 2-3,,1,0,46,46,1340,0.53,13,13,Representative in the General Assembly 70th District,,1,45,DANIEL J WISSERT,C,44,REP,714,60,30,1,441,43,20,0,253,17,9,1,0,0,0,0,20,0,1,0
Norristown 3-1,,1,0,47,47,1860,0.75,1,1,Presidential Electors,,1,1,JOSEPH R BIDEN,C,1,DEM,1396,1086,3,4,789,555,2,0,585,516,1,3,0,0,0,0,22,15,0,1
Norristown 3-1,,1,0,47,47,1860,0.75,1,1,Presidential Electors,,1,2,DONALD J TRUMP,C,2,REP,1396,281,3,4,789,216,2,0,585,59,1,3,0,0,0,0,22,6,0,1
Norristown 3-1,,1,0,47,47,1860,0.75,1,1,Presidential Electors,,1,3,JO JORGENSEN,C,3,LIB,1396,12,3,4,789,8,2,0,585,4,1,3,0,0,0,0,22,0,0,1
Norristown 3-1,,1,0,47,47,1860,0.75,2,2,Attorney General,,1,6,JOSH SHAPIRO,C,5,DEM,1396,1068,29,3,789,559,18,0,585,498,10,3,0,0,0,0,22,11,1,0
Norristown 3-1,,1,0,47,47,1860,0.75,2,2,Attorney General,,1,7,HEATHER HEIDELBAUGH,C,6,REP,1396,258,29,3,789,194,18,0,585,55,10,3,0,0,0,0,22,9,1,0
Norristown 3-1,,1,0,47,47,1860,0.75,2,2,Attorney General,,1,8,DANIEL WASSMER,C,7,LIB,1396,19,29,3,789,11,18,0,585,8,10,3,0,0,0,0,22,0,1,0
Norristown 3-1,,1,0,47,47,1860,0.75,2,2,Attorney General,,1,9,RICHARD L WEISS,C,8,GRE,1396,15,29,3,789,4,18,0,585,10,10,3,0,0,0,0,22,1,1,0
Norristown 3-1,,1,0,47,47,1860,0.75,3,3,Auditor General,,1,11,NINA AHMAD,C,10,DEM,1396,1003,36,3,789,515,23,0,585,474,12,3,0,0,0,0,22,14,1,0
Norristown 3-1,,1,0,47,47,1860,0.75,3,3,Auditor General,,1,12,TIMOTHY DEFOOR,C,11,REP,1396,280,36,3,789,212,23,0,585,61,12,3,0,0,0,0,22,7,1,0
Norristown 3-1,,1,0,47,47,1860,0.75,3,3,Auditor General,,1,13,JENNIFER MOORE,C,12,LIB,1396,40,36,3,789,19,23,0,585,21,12,3,0,0,0,0,22,0,1,0
Norristown 3-1,,1,0,47,47,1860,0.75,3,3,Auditor General,,1,14,OLIVIA FAISON,C,13,GRE,1396,30,36,3,789,17,23,0,585,13,12,3,0,0,0,0,22,0,1,0
Norristown 3-1,,1,0,47,47,1860,0.75,4,4,State Treasurer,,1,16,JOE TORSELLA,C,15,DEM,1396,1039,29,2,789,538,20,0,585,487,9,2,0,0,0,0,22,14,0,0
Norristown 3-1,,1,0,47,47,1860,0.75,4,4,State Treasurer,,1,17,STACY L GARRITY,C,16,REP,1396,270,29,2,789,199,20,0,585,64,9,2,0,0,0,0,22,7,0,0
Norristown 3-1,,1,0,47,47,1860,0.75,4,4,State Treasurer,,1,18,JOE SOLOSKI,C,17,LIB,1396,28,29,2,789,16,20,0,585,12,9,2,0,0,0,0,22,0,0,0
Norristown 3-1,,1,0,47,47,1860,0.75,4,4,State Treasurer,,1,19,TIMOTHY RUNKLE,C,18,GRE,1396,24,29,2,789,13,20,0,585,10,9,2,0,0,0,0,22,1,0,0
Norristown 3-1,,1,0,47,47,1860,0.75,6,6,Representative in Congress 4th District,,1,24,MADELEINE DEAN,C,23,DEM,1396,1049,25,2,789,529,15,0,585,508,8,2,0,0,0,0,22,12,2,0
Norristown 3-1,,1,0,47,47,1860,0.75,6,6,Representative in Congress 4th District,,1,25,KATHY BARNETTE,C,24,REP,1396,315,25,2,789,242,15,0,585,66,8,2,0,0,0,0,22,7,2,0
Norristown 3-1,,1,0,47,47,1860,0.75,9,9,Senator in the General Assembly 17th District,,1,32,AMANDA M CAPPELLETTI,C,31,DEM,1396,1068,33,3,789,546,21,0,585,510,10,3,0,0,0,0,22,12,2,0
Norristown 3-1,,1,0,47,47,1860,0.75,9,9,Senator in the General Assembly 17th District,,1,33,ELLEN FISHER,C,32,REP,1396,286,33,3,789,218,21,0,585,60,10,3,0,0,0,0,22,8,2,0
Norristown 3-1,,1,0,47,47,1860,0.75,13,13,Representative in the General Assembly 70th District,,1,44,MATT BRADFORD,C,43,DEM,1396,1106,32,3,789,577,18,0,585,516,13,3,0,0,0,0,22,13,1,0
Norristown 3-1,,1,0,47,47,1860,0.75,13,13,Representative in the General Assembly 70th District,,1,45,DANIEL J WISSERT,C,44,REP,1396,249,32,3,789,190,18,0,585,51,13,3,0,0,0,0,22,8,1,0
Norristown 3-2,,1,0,48,48,1276,0.6,1,1,Presidential Electors,,1,1,JOSEPH R BIDEN,C,1,DEM,762,689,2,2,448,395,2,0,288,274,0,2,0,0,0,0,26,20,0,0
Norristown 3-2,,1,0,48,48,1276,0.6,1,1,Presidential Electors,,1,2,DONALD J TRUMP,C,2,REP,762,65,2,2,448,48,2,0,288,11,0,2,0,0,0,0,26,6,0,0
Norristown 3-2,,1,0,48,48,1276,0.6,1,1,Presidential Electors,,1,3,JO JORGENSEN,C,3,LIB,762,3,2,2,448,2,2,0,288,1,0,2,0,0,0,0,26,0,0,0
Norristown 3-2,,1,0,48,48,1276,0.6,2,2,Attorney General,,1,6,JOSH SHAPIRO,C,5,DEM,762,657,27,1,448,375,20,0,288,262,5,1,0,0,0,0,26,20,2,0
Norristown 3-2,,1,0,48,48,1276,0.6,2,2,Attorney General,,1,7,HEATHER HEIDELBAUGH,C,6,REP,762,58,27,1,448,39,20,0,288,15,5,1,0,0,0,0,26,4,2,0
Norristown 3-2,,1,0,48,48,1276,0.6,2,2,Attorney General,,1,8,DANIEL WASSMER,C,7,LIB,762,8,27,1,448,5,20,0,288,3,5,1,0,0,0,0,26,0,2,0
Norristown 3-2,,1,0,48,48,1276,0.6,2,2,Attorney General,,1,9,RICHARD L WEISS,C,8,GRE,762,11,27,1,448,9,20,0,288,2,5,1,0,0,0,0,26,0,2,0
Norristown 3-2,,1,0,48,48,1276,0.6,3,3,Auditor General,,1,11,NINA AHMAD,C,10,DEM,762,631,34,1,448,357,23,0,288,261,7,1,0,0,0,0,26,13,4,0
Norristown 3-2,,1,0,48,48,1276,0.6,3,3,Auditor General,,1,12,TIMOTHY DEFOOR,C,11,REP,762,53,34,1,448,39,23,0,288,9,7,1,0,0,0,0,26,5,4,0
Norristown 3-2,,1,0,48,48,1276,0.6,3,3,Auditor General,,1,13,JENNIFER MOORE,C,12,LIB,762,27,34,1,448,20,23,0,288,5,7,1,0,0,0,0,26,2,4,0
Norristown 3-2,,1,0,48,48,1276,0.6,3,3,Auditor General,,1,14,OLIVIA FAISON,C,13,GRE,762,16,34,1,448,9,23,0,288,5,7,1,0,0,0,0,26,2,4,0
Norristown 3-2,,1,0,48,48,1276,0.6,4,4,State Treasurer,,1,16,JOE TORSELLA,C,15,DEM,762,641,31,1,448,362,23,0,288,262,6,1,0,0,0,0,26,17,2,0
Norristown 3-2,,1,0,48,48,1276,0.6,4,4,State Treasurer,,1,17,STACY L GARRITY,C,16,REP,762,67,31,1,448,46,23,0,288,16,6,1,0,0,0,0,26,5,2,0
Norristown 3-2,,1,0,48,48,1276,0.6,4,4,State Treasurer,,1,18,JOE SOLOSKI,C,17,LIB,762,13,31,1,448,11,23,0,288,1,6,1,0,0,0,0,26,1,2,0
Norristown 3-2,,1,0,48,48,1276,0.6,4,4,State Treasurer,,1,19,TIMOTHY RUNKLE,C,18,GRE,762,9,31,1,448,6,23,0,288,2,6,1,0,0,0,0,26,1,2,0
Norristown 3-2,,1,0,48,48,1276,0.6,6,6,Representative in Congress 4th District,,1,24,MADELEINE DEAN,C,23,DEM,762,652,28,1,448,372,21,0,288,263,3,1,0,0,0,0,26,17,4,0
Norristown 3-2,,1,0,48,48,1276,0.6,6,6,Representative in Congress 4th District,,1,25,KATHY BARNETTE,C,24,REP,762,81,28,1,448,55,21,0,288,21,3,1,0,0,0,0,26,5,4,0
Norristown 3-2,,1,0,48,48,1276,0.6,9,9,Senator in the General Assembly 17th District,,1,32,AMANDA M CAPPELLETTI,C,31,DEM,762,648,40,1,448,370,28,0,288,262,7,1,0,0,0,0,26,16,5,0
Norristown 3-2,,1,0,48,48,1276,0.6,9,9,Senator in the General Assembly 17th District,,1,33,ELLEN FISHER,C,32,REP,762,71,40,1,448,49,28,0,288,17,7,1,0,0,0,0,26,5,5,0
Norristown 3-2,,1,0,48,48,1276,0.6,13,13,Representative in the General Assembly 70th District,,1,44,MATT BRADFORD,C,43,DEM,762,669,33,1,448,384,21,0,288,268,7,1,0,0,0,0,26,17,5,0
Norristown 3-2,,1,0,48,48,1276,0.6,13,13,Representative in the General Assembly 70th District,,1,45,DANIEL J WISSERT,C,44,REP,762,58,33,1,448,43,21,0,288,11,7,1,0,0,0,0,26,4,5,0
Norristown 3-3,,1,0,49,49,1651,0.76,1,1,Presidential Electors,,1,1,JOSEPH R BIDEN,C,1,DEM,1252,992,0,1,669,476,0,0,582,516,0,1,0,0,0,0,1,0,0,0
Norristown 3-3,,1,0,49,49,1651,0.76,1,1,Presidential Electors,,1,2,DONALD J TRUMP,C,2,REP,1252,247,0,1,669,185,0,0,582,61,0,1,0,0,0,0,1,1,0,0
Norristown 3-3,,1,0,49,49,1651,0.76,1,1,Presidential Electors,,1,3,JO JORGENSEN,C,3,LIB,1252,9,0,1,669,5,0,0,582,4,0,1,0,0,0,0,1,0,0,0
Norristown 3-3,,1,0,49,49,1651,0.76,2,2,Attorney General,,1,6,JOSH SHAPIRO,C,5,DEM,1252,959,28,2,669,459,14,0,582,500,14,2,0,0,0,0,1,0,0,0
Norristown 3-3,,1,0,49,49,1651,0.76,2,2,Attorney General,,1,7,HEATHER HEIDELBAUGH,C,6,REP,1252,228,28,2,669,171,14,0,582,56,14,2,0,0,0,0,1,1,0,0
Norristown 3-3,,1,0,49,49,1651,0.76,2,2,Attorney General,,1,8,DANIEL WASSMER,C,7,LIB,1252,21,28,2,669,15,14,0,582,6,14,2,0,0,0,0,1,0,0,0
Norristown 3-3,,1,0,49,49,1651,0.76,2,2,Attorney General,,1,9,RICHARD L WEISS,C,8,GRE,1252,12,28,2,669,9,14,0,582,3,14,2,0,0,0,0,1,0,0,0
Norristown 3-3,,1,0,49,49,1651,0.76,3,3,Auditor General,,1,11,NINA AHMAD,C,10,DEM,1252,940,29,1,669,451,16,0,582,489,13,1,0,0,0,0,1,0,0,0
Norristown 3-3,,1,0,49,49,1651,0.76,3,3,Auditor General,,1,12,TIMOTHY DEFOOR,C,11,REP,1252,232,29,1,669,175,16,0,582,56,13,1,0,0,0,0,1,1,0,0
Norristown 3-3,,1,0,49,49,1651,0.76,3,3,Auditor General,,1,13,JENNIFER MOORE,C,12,LIB,1252,29,29,1,669,15,16,0,582,14,13,1,0,0,0,0,1,0,0,0
Norristown 3-3,,1,0,49,49,1651,0.76,3,3,Auditor General,,1,14,OLIVIA FAISON,C,13,GRE,1252,18,29,1,669,11,16,0,582,7,13,1,0,0,0,0,1,0,0,0
Norristown 3-3,,1,0,49,49,1651,0.76,4,4,State Treasurer,,1,16,JOE TORSELLA,C,15,DEM,1252,946,27,1,669,458,14,0,582,488,13,1,0,0,0,0,1,0,0,0
Norristown 3-3,,1,0,49,49,1651,0.76,4,4,State Treasurer,,1,17,STACY L GARRITY,C,16,REP,1252,239,27,1,669,172,14,0,582,66,13,1,0,0,0,0,1,1,0,0
Norristown 3-3,,1,0,49,49,1651,0.76,4,4,State Treasurer,,1,18,JOE SOLOSKI,C,17,LIB,1252,23,27,1,669,13,14,0,582,10,13,1,0,0,0,0,1,0,0,0
Norristown 3-3,,1,0,49,49,1651,0.76,4,4,State Treasurer,,1,19,TIMOTHY RUNKLE,C,18,GRE,1252,15,27,1,669,11,14,0,582,4,13,1,0,0,0,0,1,0,0,0
Norristown 3-3,,1,0,49,49,1651,0.76,6,6,Representative in Congress 4th District,,1,24,MADELEINE DEAN,C,23,DEM,1252,962,19,0,669,458,14,0,582,504,5,0,0,0,0,0,1,0,0,0
Norristown 3-3,,1,0,49,49,1651,0.76,6,6,Representative in Congress 4th District,,1,25,KATHY BARNETTE,C,24,REP,1252,269,19,0,669,196,14,0,582,72,5,0,0,0,0,0,1,1,0,0
Norristown 3-3,,1,0,49,49,1651,0.76,9,9,Senator in the General Assembly 17th District,,1,32,AMANDA M CAPPELLETTI,C,31,DEM,1252,958,32,0,669,461,17,0,582,497,15,0,0,0,0,0,1,0,0,0
Norristown 3-3,,1,0,49,49,1651,0.76,9,9,Senator in the General Assembly 17th District,,1,33,ELLEN FISHER,C,32,REP,1252,260,32,0,669,189,17,0,582,70,15,0,0,0,0,0,1,1,0,0
Norristown 3-3,,1,0,49,49,1651,0.76,13,13,Representative in the General Assembly 70th District,,1,44,MATT BRADFORD,C,43,DEM,1252,1003,27,0,669,485,12,0,582,518,15,0,0,0,0,0,1,0,0,0
Norristown 3-3,,1,0,49,49,1651,0.76,13,13,Representative in the General Assembly 70th District,,1,45,DANIEL J WISSERT,C,44,REP,1252,219,27,0,669,170,12,0,582,48,15,0,0,0,0,0,1,1,0,0
Norristown 4-1,,1,0,50,50,1788,0.66,1,1,Presidential Electors,,1,1,JOSEPH R BIDEN,C,1,DEM,1172,947,1,1,612,457,1,0,546,479,0,1,0,0,0,0,14,11,0,0
Norristown 4-1,,1,0,50,50,1788,0.66,1,1,Presidential Electors,,1,2,DONALD J TRUMP,C,2,REP,1172,212,1,1,612,149,1,0,546,60,0,1,0,0,0,0,14,3,0,0
Norristown 4-1,,1,0,50,50,1788,0.66,1,1,Presidential Electors,,1,3,JO JORGENSEN,C,3,LIB,1172,6,1,1,612,3,1,0,546,3,0,1,0,0,0,0,14,0,0,0
Norristown 4-1,,1,0,50,50,1788,0.66,2,2,Attorney General,,1,6,JOSH SHAPIRO,C,5,DEM,1172,892,50,0,612,432,34,0,546,449,15,0,0,0,0,0,14,11,1,0
Norristown 4-1,,1,0,50,50,1788,0.66,2,2,Attorney General,,1,7,HEATHER HEIDELBAUGH,C,6,REP,1172,187,50,0,612,125,34,0,546,60,15,0,0,0,0,0,14,2,1,0
Norristown 4-1,,1,0,50,50,1788,0.66,2,2,Attorney General,,1,8,DANIEL WASSMER,C,7,LIB,1172,30,50,0,612,18,34,0,546,12,15,0,0,0,0,0,14,0,1,0
Norristown 4-1,,1,0,50,50,1788,0.66,2,2,Attorney General,,1,9,RICHARD L WEISS,C,8,GRE,1172,13,50,0,612,3,34,0,546,10,15,0,0,0,0,0,14,0,1,0
Norristown 4-1,,1,0,50,50,1788,0.66,3,3,Auditor General,,1,11,NINA AHMAD,C,10,DEM,1172,870,59,0,612,421,40,0,546,438,18,0,0,0,0,0,14,11,1,0
Norristown 4-1,,1,0,50,50,1788,0.66,3,3,Auditor General,,1,12,TIMOTHY DEFOOR,C,11,REP,1172,186,59,0,612,120,40,0,546,65,18,0,0,0,0,0,14,1,1,0
Norristown 4-1,,1,0,50,50,1788,0.66,3,3,Auditor General,,1,13,JENNIFER MOORE,C,12,LIB,1172,42,59,0,612,25,40,0,546,16,18,0,0,0,0,0,14,1,1,0
Norristown 4-1,,1,0,50,50,1788,0.66,3,3,Auditor General,,1,14,OLIVIA FAISON,C,13,GRE,1172,14,59,0,612,5,40,0,546,9,18,0,0,0,0,0,14,0,1,0
Norristown 4-1,,1,0,50,50,1788,0.66,4,4,State Treasurer,,1,16,JOE TORSELLA,C,15,DEM,1172,873,53,0,612,426,36,0,546,436,16,0,0,0,0,0,14,11,1,0
Norristown 4-1,,1,0,50,50,1788,0.66,4,4,State Treasurer,,1,17,STACY L GARRITY,C,16,REP,1172,199,53,0,612,125,36,0,546,72,16,0,0,0,0,0,14,2,1,0
Norristown 4-1,,1,0,50,50,1788,0.66,4,4,State Treasurer,,1,18,JOE SOLOSKI,C,17,LIB,1172,28,53,0,612,18,36,0,546,10,16,0,0,0,0,0,14,0,1,0
Norristown 4-1,,1,0,50,50,1788,0.66,4,4,State Treasurer,,1,19,TIMOTHY RUNKLE,C,18,GRE,1172,19,53,0,612,7,36,0,546,12,16,0,0,0,0,0,14,0,1,0
Norristown 4-1,,1,0,50,50,1788,0.66,6,6,Representative in Congress 4th District,,1,24,MADELEINE DEAN,C,23,DEM,1172,894,54,0,612,426,37,0,546,457,16,0,0,0,0,0,14,11,1,0
Norristown 4-1,,1,0,50,50,1788,0.66,6,6,Representative in Congress 4th District,,1,25,KATHY BARNETTE,C,24,REP,1172,224,54,0,612,149,37,0,546,73,16,0,0,0,0,0,14,2,1,0
Norristown 4-1,,1,0,50,50,1788,0.66,9,9,Senator in the General Assembly 17th District,,1,32,AMANDA M CAPPELLETTI,C,31,DEM,1172,894,62,0,612,430,41,0,546,453,19,0,0,0,0,0,14,11,2,0
Norristown 4-1,,1,0,50,50,1788,0.66,9,9,Senator in the General Assembly 17th District,,1,33,ELLEN FISHER,C,32,REP,1172,214,62,0,612,139,41,0,546,74,19,0,0,0,0,0,14,1,2,0
Norristown 4-1,,1,0,50,50,1788,0.66,13,13,Representative in the General Assembly 70th District,,1,44,MATT BRADFORD,C,43,DEM,1172,922,59,0,612,439,40,0,546,472,17,0,0,0,0,0,14,11,2,0
Norristown 4-1,,1,0,50,50,1788,0.66,13,13,Representative in the General Assembly 70th District,,1,45,DANIEL J WISSERT,C,44,REP,1172,190,59,0,612,132,40,0,546,57,17,0,0,0,0,0,14,1,2,0
Norristown 4-2,,1,0,51,51,1712,0.72,1,1,Presidential Electors,,1,1,JOSEPH R BIDEN,C,1,DEM,1231,1064,1,0,625,502,0,0,604,561,1,0,0,0,0,0,2,1,0,0
Norristown 4-2,,1,0,51,51,1712,0.72,1,1,Presidential Electors,,1,2,DONALD J TRUMP,C,2,REP,1231,161,1,0,625,120,0,0,604,40,1,0,0,0,0,0,2,1,0,0
Norristown 4-2,,1,0,51,51,1712,0.72,1,1,Presidential Electors,,1,3,JO JORGENSEN,C,3,LIB,1231,4,1,0,625,3,0,0,604,1,1,0,0,0,0,0,2,0,0,0
Norristown 4-2,,1,0,51,51,1712,0.72,2,2,Attorney General,,1,6,JOSH SHAPIRO,C,5,DEM,1231,1007,30,0,625,476,13,0,604,530,17,0,0,0,0,0,2,1,0,0
Norristown 4-2,,1,0,51,51,1712,0.72,2,2,Attorney General,,1,7,HEATHER HEIDELBAUGH,C,6,REP,1231,158,30,0,625,112,13,0,604,45,17,0,0,0,0,0,2,1,0,0
Norristown 4-2,,1,0,51,51,1712,0.72,2,2,Attorney General,,1,8,DANIEL WASSMER,C,7,LIB,1231,16,30,0,625,13,13,0,604,3,17,0,0,0,0,0,2,0,0,0
Norristown 4-2,,1,0,51,51,1712,0.72,2,2,Attorney General,,1,9,RICHARD L WEISS,C,8,GRE,1231,19,30,0,625,10,13,0,604,9,17,0,0,0,0,0,2,0,0,0
Norristown 4-2,,1,0,51,51,1712,0.72,3,3,Auditor General,,1,11,NINA AHMAD,C,10,DEM,1231,981,46,0,625,464,20,0,604,516,26,0,0,0,0,0,2,1,0,0
Norristown 4-2,,1,0,51,51,1712,0.72,3,3,Auditor General,,1,12,TIMOTHY DEFOOR,C,11,REP,1231,151,46,0,625,106,20,0,604,44,26,0,0,0,0,0,2,1,0,0
Norristown 4-2,,1,0,51,51,1712,0.72,3,3,Auditor General,,1,13,JENNIFER MOORE,C,12,LIB,1231,35,46,0,625,21,20,0,604,14,26,0,0,0,0,0,2,0,0,0
Norristown 4-2,,1,0,51,51,1712,0.72,3,3,Auditor General,,1,14,OLIVIA FAISON,C,13,GRE,1231,17,46,0,625,13,20,0,604,4,26,0,0,0,0,0,2,0,0,0
Norristown 4-2,,1,0,51,51,1712,0.72,4,4,State Treasurer,,1,16,JOE TORSELLA,C,15,DEM,1231,999,30,0,625,469,15,0,604,529,15,0,0,0,0,0,2,1,0,0
Norristown 4-2,,1,0,51,51,1712,0.72,4,4,State Treasurer,,1,17,STACY L GARRITY,C,16,REP,1231,158,30,0,625,112,15,0,604,45,15,0,0,0,0,0,2,1,0,0
Norristown 4-2,,1,0,51,51,1712,0.72,4,4,State Treasurer,,1,18,JOE SOLOSKI,C,17,LIB,1231,25,30,0,625,16,15,0,604,9,15,0,0,0,0,0,2,0,0,0
Norristown 4-2,,1,0,51,51,1712,0.72,4,4,State Treasurer,,1,19,TIMOTHY RUNKLE,C,18,GRE,1231,18,30,0,625,12,15,0,604,6,15,0,0,0,0,0,2,0,0,0
Norristown 4-2,,1,0,51,51,1712,0.72,6,6,Representative in Congress 4th District,,1,24,MADELEINE DEAN,C,23,DEM,1231,1021,28,0,625,481,16,0,604,539,12,0,0,0,0,0,2,1,0,0
Norristown 4-2,,1,0,51,51,1712,0.72,6,6,Representative in Congress 4th District,,1,25,KATHY BARNETTE,C,24,REP,1231,181,28,0,625,127,16,0,604,53,12,0,0,0,0,0,2,1,0,0
Norristown 4-2,,1,0,51,51,1712,0.72,9,9,Senator in the General Assembly 17th District,,1,32,AMANDA M CAPPELLETTI,C,31,DEM,1231,1017,41,0,625,481,20,0,604,535,21,0,0,0,0,0,2,1,0,0
Norristown 4-2,,1,0,51,51,1712,0.72,9,9,Senator in the General Assembly 17th District,,1,33,ELLEN FISHER,C,32,REP,1231,170,41,0,625,123,20,0,604,46,21,0,0,0,0,0,2,1,0,0
Norristown 4-2,,1,0,51,51,1712,0.72,13,13,Representative in the General Assembly 70th District,,1,44,MATT BRADFORD,C,43,DEM,1231,1044,33,0,625,490,18,0,604,553,15,0,0,0,0,0,2,1,0,0
Norristown 4-2,,1,0,51,51,1712,0.72,13,13,Representative in the General Assembly 70th District,,1,45,DANIEL J WISSERT,C,44,REP,1231,151,33,0,625,115,18,0,604,35,15,0,0,0,0,0,2,1,0,0
Norristown 4-3,,1,0,52,52,1639,0.79,1,1,Presidential Electors,,1,1,JOSEPH R BIDEN,C,1,DEM,1294,955,4,4,662,419,3,1,621,527,1,3,0,0,0,0,11,9,0,0
Norristown 4-3,,1,0,52,52,1639,0.79,1,1,Presidential Electors,,1,2,DONALD J TRUMP,C,2,REP,1294,319,4,4,662,233,3,1,621,84,1,3,0,0,0,0,11,2,0,0
Norristown 4-3,,1,0,52,52,1639,0.79,1,1,Presidential Electors,,1,3,JO JORGENSEN,C,3,LIB,1294,9,4,4,662,4,3,1,621,5,1,3,0,0,0,0,11,0,0,0
Norristown 4-3,,1,0,52,52,1639,0.79,2,2,Attorney General,,1,6,JOSH SHAPIRO,C,5,DEM,1294,953,24,2,662,420,13,1,621,525,11,1,0,0,0,0,11,8,0,0
Norristown 4-3,,1,0,52,52,1639,0.79,2,2,Attorney General,,1,7,HEATHER HEIDELBAUGH,C,6,REP,1294,274,24,2,662,200,13,1,621,71,11,1,0,0,0,0,11,3,0,0
Norristown 4-3,,1,0,52,52,1639,0.79,2,2,Attorney General,,1,8,DANIEL WASSMER,C,7,LIB,1294,19,24,2,662,15,13,1,621,4,11,1,0,0,0,0,11,0,0,0
Norristown 4-3,,1,0,52,52,1639,0.79,2,2,Attorney General,,1,9,RICHARD L WEISS,C,8,GRE,1294,21,24,2,662,12,13,1,621,9,11,1,0,0,0,0,11,0,0,0
Norristown 4-3,,1,0,52,52,1639,0.79,3,3,Auditor General,,1,11,NINA AHMAD,C,10,DEM,1294,888,34,1,662,386,18,0,621,494,16,1,0,0,0,0,11,8,0,0
Norristown 4-3,,1,0,52,52,1639,0.79,3,3,Auditor General,,1,12,TIMOTHY DEFOOR,C,11,REP,1294,301,34,1,662,219,18,0,621,80,16,1,0,0,0,0,11,2,0,0
Norristown 4-3,,1,0,52,52,1639,0.79,3,3,Auditor General,,1,13,JENNIFER MOORE,C,12,LIB,1294,49,34,1,662,27,18,0,621,21,16,1,0,0,0,0,11,1,0,0
Norristown 4-3,,1,0,52,52,1639,0.79,3,3,Auditor General,,1,14,OLIVIA FAISON,C,13,GRE,1294,21,34,1,662,12,18,0,621,9,16,1,0,0,0,0,11,0,0,0
Norristown 4-3,,1,0,52,52,1639,0.79,4,4,State Treasurer,,1,16,JOE TORSELLA,C,15,DEM,1294,897,33,1,662,390,17,0,621,498,16,1,0,0,0,0,11,9,0,0
Norristown 4-3,,1,0,52,52,1639,0.79,4,4,State Treasurer,,1,17,STACY L GARRITY,C,16,REP,1294,311,33,1,662,222,17,0,621,87,16,1,0,0,0,0,11,2,0,0
Norristown 4-3,,1,0,52,52,1639,0.79,4,4,State Treasurer,,1,18,JOE SOLOSKI,C,17,LIB,1294,27,33,1,662,21,17,0,621,6,16,1,0,0,0,0,11,0,0,0
Norristown 4-3,,1,0,52,52,1639,0.79,4,4,State Treasurer,,1,19,TIMOTHY RUNKLE,C,18,GRE,1294,25,33,1,662,12,17,0,621,13,16,1,0,0,0,0,11,0,0,0
Norristown 4-3,,1,0,52,52,1639,0.79,6,6,Representative in Congress 4th District,,1,24,MADELEINE DEAN,C,23,DEM,1294,938,22,1,662,412,13,0,621,517,9,1,0,0,0,0,11,9,0,0
